,Player_Name,Matches_Batted,Runs_Scored,Highest_Score,Batting_Average,Balls_Faced,Batting_Strike_Rate,Centuries,Half_Centuries,Fours,Balls_per_Boundary,Sixes,Catches_Taken,Stumpings,Matches_Bowled,Balls_Bowled,Runs_Conceded,Wickets_Taken,Bowling_Average,Economy_Rate,Bowling_Strike_Rate,Five_Wicket_Hauls
118,Pat Cummins,27.0,302.0,,11.185185185185185,195.0,154.8717948717949,0.0,3.0,19.0,4.7560975609756095,22.0,7.0,0.0,27.0,616.0,890.0,29.0,30.689655172413794,8.668831168831169,21.24137931034483,0.0
119,Phil Salt,10.0,272.0,87.0,27.2,173.0,157.22543352601156,0.0,3.0,27.0,4.325,13.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Piyush Chawla,18.0,25.0,18.0,1.3888888888888888,25.0,100.0,0.0,0.0,1.0,12.5,1.0,1.0,0.0,25.0,534.0,755.0,30.0,25.166666666666668,8.48314606741573,17.8,0.0
121,Prabhsimran Singh,21.0,457.0,103.0,21.761904761904763,321.0,142.36760124610592,1.0,1.0,50.0,4.458333333333333,22.0,2.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Prashant Solanki,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Boundary,0.0,0.0,0.0,2.0,36.0,38.0,2.0,19.0,6.333333333333333,18.0,0.0
123,Prasidh Krishna,33.0,8.0,,0.24242424242424243,17.0,47.05882352941176,0.0,0.0,0.0,No Boundary,0.0,6.0,0.0,33.0,735.0,1066.0,35.0,30.457142857142856,8.70204081632653,21.0,0.0
124,Pravin Dubey,4.0,23.0,16.0,5.75,33.0,69.6969696969697,0.0,0.0,2.0,16.5,0.0,1.0,0.0,4.0,66.0,91.0,1.0,91.0,8.272727272727273,66.0,0.0
125,Prerak Mankad,6.0,97.0,,16.166666666666668,73.0,132.87671232876713,0.0,1.0,13.0,4.866666666666666,2.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Prithvi Shaw,46.0,1096.0,82.0,23.82608695652174,738.0,148.50948509485096,0.0,9.0,136.0,4.265895953757226,37.0,10.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Quinton de Kock,47.0,1455.0,70.0,30.95744680851064,1062.0,137.00564971751413,1.0,10.0,133.0,5.5025906735751295,60.0,36.0,8.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Rachin Ravindra,2.0,83.0,46.0,41.5,35.0,237.14285714285714,0.0,0.0,9.0,2.3333333333333335,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Rahmanullah Gurbaz,11.0,227.0,81.0,20.636363636363637,170.0,133.52941176470588,0.0,2.0,17.0,5.3125,15.0,10.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Rahul Chahar,55.0,93.0,8.0,1.690909090909091,96.0,96.875,0.0,0.0,8.0,8.0,4.0,17.0,0.0,55.0,1184.0,1545.0,51.0,30.294117647058822,7.829391891891891,23.215686274509803,0.0
131,Rahul Tewatia,62.0,736.0,53.0,11.870967741935484,549.0,134.06193078324227,0.0,1.0,51.0,6.032967032967033,40.0,25.0,0.0,62.0,547.0,757.0,18.0,42.05555555555556,8.303473491773309,30.38888888888889,0.0
132,Rahul Tripathi,56.0,1333.0,81.0,23.803571428571427,958.0,139.14405010438412,0.0,7.0,131.0,5.2349726775956285,52.0,20.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Rajat Patidar,14.0,422.0,31.0,30.142857142857142,301.0,140.19933554817277,1.0,2.0,31.0,5.679245283018868,22.0,7.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Rajvardhan Hangargekar,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Boundary,0.0,0.0,0.0,2.0,36.0,60.0,3.0,20.0,10.0,12.0,0.0
135,Ramandeep Singh,6.0,80.0,35.0,13.333333333333334,57.0,140.35087719298244,0.0,0.0,4.0,6.333333333333333,5.0,1.0,0.0,6.0,36.0,54.0,6.0,9.0,9.0,6.0,0.0
136,Rashid Khan,64.0,343.0,40.0,5.359375,206.0,166.50485436893203,0.0,1.0,23.0,4.204081632653061,26.0,23.0,0.0,65.0,1547.0,1749.0,85.0,20.576470588235296,6.7834518422753725,18.2,0.0
137,Rasikh Dar,2.0,7.0,7.0,3.5,6.0,116.66666666666667,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,24.0,28.0,0.0,inf,7.0,inf,0.0
138,Ravi Bishnoi,53.0,28.0,5.0,0.5283018867924528,44.0,63.63636363636363,0.0,0.0,2.0,22.0,0.0,16.0,0.0,53.0,1167.0,1483.0,54.0,27.462962962962962,7.624678663239075,21.61111111111111,0.0
139,Ravichandran Ashwin,59.0,339.0,50.0,5.745762711864407,262.0,129.38931297709922,0.0,1.0,24.0,6.894736842105263,14.0,11.0,0.0,59.0,1294.0,1628.0,47.0,34.638297872340424,7.548686244204019,27.53191489361702,0.0
140,Ravindra Jadeja,58.0,790.0,50.0,13.620689655172415,539.0,146.56771799628942,0.0,2.0,58.0,5.795698924731183,35.0,34.0,0.0,58.0,1076.0,1364.0,44.0,31.0,7.605947955390334,24.454545454545453,0.0
141,Reece Topley,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Boundary,0.0,0.0,0.0,1.0,12.0,14.0,1.0,14.0,7.0,12.0,0.0
142,Ricky Bhui,1.0,3.0,3.0,3.0,7.0,42.857142857142854,0.0,0.0,0.0,No Boundary,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Rilee Rossouw,9.0,209.0,,23.22222222222222,141.0,148.22695035460993,0.0,1.0,17.0,5.035714285714286,11.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Rinku Singh,23.0,682.0,23.0,29.652173913043477,460.0,148.2608695652174,0.0,4.0,52.0,5.2272727272727275,36.0,20.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Rishabh Pant,45.0,1120.0,56.0,24.88888888888889,864.0,129.62962962962962,0.0,4.0,110.0,5.958620689655173,35.0,32.0,8.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Rishi Dhawan,12.0,57.0,19.0,4.75,52.0,109.61538461538463,0.0,0.0,5.0,6.5,3.0,5.0,0.0,12.0,156.0,216.0,7.0,30.857142857142858,8.307692307692308,22.285714285714285,0.0
147,Riyan Parag,48.0,483.0,43.0,10.0625,387.0,124.8062015503876,0.0,1.0,28.0,7.30188679245283,25.0,25.0,0.0,48.0,73.0,159.0,2.0,79.5,13.068493150684931,36.5,0.0
148,Rohit Sharma,56.0,1356.0,80.0,24.214285714285715,1061.0,127.80395852968897,0.0,6.0,130.0,5.469072164948454,64.0,16.0,0.0,56.0,7.0,13.0,0.0,inf,11.142857142857142,inf,0.0
149,Romario Shepherd,4.0,58.0,0.0,14.5,42.0,138.0952380952381,0.0,0.0,2.0,6.0,5.0,0.0,0.0,4.0,54.0,98.0,3.0,32.666666666666664,10.88888888888889,18.0,0.0
150,Rovman Powell,17.0,257.0,4.0,15.117647058823529,176.0,146.02272727272728,0.0,1.0,11.0,5.333333333333333,22.0,10.0,0.0,17.0,18.0,35.0,1.0,35.0,11.666666666666666,18.0,0.0
151,Ruturaj Gaikwad,54.0,1858.0,99.0,34.407407407407405,1377.0,134.93100944081334,1.0,14.0,167.0,5.713692946058091,74.0,31.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Sai Kishore,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Boundary,0.0,3.0,0.0,7.0,138.0,173.0,8.0,21.625,7.521739130434782,17.25,0.0
153,Sam Curran,39.0,604.0,63.0,15.487179487179487,437.0,138.21510297482837,0.0,3.0,46.0,5.826666666666667,29.0,14.0,0.0,39.0,761.0,1201.0,33.0,36.39393939393939,9.469119579500658,23.060606060606062,0.0
154,Sameer Rizvi,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Boundary,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,Sandeep Sharma,38.0,22.0,9.0,0.5789473684210527,28.0,78.57142857142857,0.0,0.0,2.0,14.0,0.0,7.0,0.0,38.0,867.0,1148.0,30.0,38.266666666666666,7.944636678200692,28.9,0.0
156,Sanju Samson,60.0,1761.0,119.0,29.35,1190.0,147.98319327731093,1.0,11.0,137.0,5.0423728813559325,99.0,33.0,11.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Sanvir Singh,2.0,11.0,7.0,5.5,9.0,122.22222222222223,0.0,0.0,1.0,4.5,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Shahbaz Ahamad,40.0,337.0,45.0,8.425,279.0,120.78853046594982,0.0,0.0,22.0,7.75,14.0,18.0,0.0,40.0,378.0,581.0,14.0,41.5,9.222222222222221,27.0,0.0
159,Shahrukh Khan,33.0,426.0,47.0,12.909090909090908,316.0,134.81012658227849,0.0,0.0,26.0,5.851851851851852,28.0,14.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Shai Hope,1.0,33.0,33.0,33.0,25.0,132.0,0.0,0.0,2.0,6.25,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,Shams Mulani,1.0,1.0,,1.0,1.0,100.0,0.0,0.0,0.0,No Boundary,0.0,0.0,0.0,1.0,18.0,24.0,0.0,inf,8.0,inf,0.0
162,Shardul Thakur,50.0,250.0,68.0,5.0,183.0,136.61202185792348,0.0,1.0,20.0,5.903225806451613,11.0,15.0,0.0,50.0,969.0,1495.0,53.0,28.20754716981132,9.256965944272446,18.28301886792453,0.0
163,Shashank Singh,12.0,90.0,,7.5,56.0,160.71428571428572,0.0,0.0,6.0,4.666666666666667,6.0,4.0,0.0,12.0,12.0,20.0,0.0,inf,10.0,inf,0.0
164,Sherfane Rutherford,3.0,33.0,28.0,11.0,50.0,66.0,0.0,0.0,1.0,25.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,Shikhar Dhawan,60.0,2105.0,92.0,35.083333333333336,1587.0,132.64020163831128,2.0,13.0,235.0,5.510416666666667,53.0,28.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Shimron Hetmyer,56.0,1046.0,45.0,18.678571428571427,677.0,154.50516986706054,0.0,3.0,63.0,5.1679389312977095,68.0,25.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Shivam Dube,49.0,1136.0,52.0,23.183673469387756,789.0,143.97972116603296,0.0,6.0,62.0,5.759124087591241,75.0,16.0,0.0,49.0,96.0,158.0,4.0,39.5,9.875,24.0,0.0
168,Shivam Mavi,23.0,38.0,20.0,1.6521739130434783,41.0,92.6829268292683,0.0,0.0,3.0,8.2,2.0,13.0,0.0,23.0,481.0,672.0,25.0,26.88,8.382536382536381,19.24,0.0
169,Shreyas Gopal,18.0,53.0,,2.9444444444444446,51.0,103.921568627451,0.0,0.0,5.0,8.5,1.0,2.0,0.0,18.0,360.0,545.0,11.0,49.54545454545455,9.083333333333334,32.72727272727273,0.0
170,Shreyas Iyer,40.0,1095.0,85.0,27.375,892.0,122.75784753363229,0.0,6.0,88.0,7.433333333333334,32.0,18.0,0.0,40.0,6.0,7.0,0.0,inf,7.0,inf,0.0
171,Shubman Gill,65.0,2322.0,129.0,35.723076923076924,1726.0,134.53070683661645,3.0,14.0,233.0,5.7725752508361206,66.0,26.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Sikandar Raza,7.0,139.0,57.0,19.857142857142858,98.0,141.83673469387753,0.0,1.0,10.0,6.125,6.0,5.0,0.0,7.0,72.0,119.0,3.0,39.666666666666664,9.916666666666666,24.0,0.0
173,Simarjeet Singh,6.0,7.0,,1.1666666666666667,8.0,87.5,0.0,0.0,0.0,No Boundary,0.0,1.0,0.0,6.0,108.0,138.0,4.0,34.5,7.666666666666667,27.0,0.0
174,Spencer Johnson,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Boundary,0.0,1.0,0.0,2.0,30.0,52.0,3.0,17.333333333333332,10.4,10.0,0.0
175,Sumit Kumar,1.0,2.0,2.0,2.0,9.0,22.22222222222222,0.0,0.0,0.0,No Boundary,0.0,0.0,0.0,1.0,8.0,19.0,0.0,inf,14.25,inf,0.0
176,Sunil Narine,53.0,277.0,64.0,5.226415094339623,201.0,137.81094527363186,0.0,1.0,21.0,4.902439024390244,20.0,8.0,0.0,53.0,1212.0,1377.0,42.0,32.785714285714285,6.816831683168317,28.857142857142858,0.0
177,Suryakumar Yadav,54.0,1705.0,82.0,31.574074074074073,1094.0,155.85009140767824,1.0,14.0,189.0,4.307086614173229,65.0,22.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,Suyash S Prabhudessai,10.0,102.0,34.0,10.2,88.0,115.90909090909092,0.0,0.0,8.0,7.333333333333333,4.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,Suyash Sharma,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Boundary,0.0,1.0,0.0,12.0,246.0,339.0,10.0,33.9,8.268292682926829,24.6,0.0
180,Swapnil Singh,2.0,2.0,,1.0,4.0,50.0,0.0,0.0,0.0,No Boundary,0.0,0.0,0.0,2.0,12.0,18.0,0.0,inf,9.0,inf,0.0
181,T Natarajan,42.0,3.0,0.0,0.07142857142857142,5.0,60.0,0.0,0.0,0.0,No Boundary,0.0,7.0,0.0,42.0,977.0,1421.0,49.0,29.0,8.726714431934493,19.93877551020408,0.0
182,Tim David,26.0,429.0,46.0,16.5,245.0,175.1020408163265,0.0,0.0,25.0,4.375,31.0,16.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,Tom Curran,8.0,104.0,21.0,13.0,79.0,131.64556962025316,0.0,1.0,7.0,7.9,3.0,1.0,0.0,8.0,177.0,312.0,7.0,44.57142857142857,10.576271186440678,25.285714285714285,0.0
184,Trent Boult,56.0,57.0,15.0,1.0178571428571428,48.0,118.75,0.0,0.0,3.0,9.6,2.0,16.0,0.0,56.0,1276.0,1702.0,69.0,24.666666666666668,8.003134796238244,18.492753623188406,0.0
185,Tristan Stubbs,5.0,32.0,20.0,6.4,43.0,74.4186046511628,0.0,0.0,2.0,21.5,0.0,0.0,0.0,5.0,12.0,14.0,1.0,14.0,7.0,12.0,0.0
186,Tushar Deshpande,25.0,21.0,0.0,0.84,13.0,161.53846153846155,0.0,0.0,2.0,4.333333333333333,1.0,4.0,0.0,25.0,509.0,866.0,25.0,34.64,10.208251473477407,20.36,0.0
187,Umesh Yadav,23.0,74.0,21.0,3.217391304347826,60.0,123.33333333333334,0.0,0.0,5.0,6.666666666666667,4.0,8.0,0.0,24.0,474.0,669.0,19.0,35.21052631578947,8.468354430379748,24.94736842105263,0.0
188,Umran Malik,25.0,23.0,0.0,0.92,16.0,143.75,0.0,0.0,1.0,5.333333333333333,2.0,6.0,0.0,25.0,487.0,757.0,29.0,26.103448275862068,9.326488706365502,16.79310344827586,1.0
189,Vaibhav Arora,10.0,8.0,2.0,0.8,15.0,53.333333333333336,0.0,0.0,0.0,No Boundary,0.0,4.0,0.0,10.0,203.0,310.0,8.0,38.75,9.16256157635468,25.375,0.0
190,Varun Chakaravarthy,56.0,25.0,1.0,0.44642857142857145,46.0,54.347826086956516,0.0,0.0,2.0,23.0,0.0,11.0,0.0,56.0,1294.0,1620.0,62.0,26.129032258064516,7.511591962905719,20.870967741935484,1.0
191,Venkatesh Iyer,37.0,963.0,104.0,26.027027027027028,739.0,130.31123139377536,1.0,7.0,87.0,5.728682170542636,42.0,15.0,0.0,37.0,75.0,115.0,3.0,38.333333333333336,9.2,25.0,0.0
192,Vijay Shankar,33.0,481.0,28.0,14.575757575757576,376.0,127.92553191489363,0.0,4.0,39.0,6.482758620689655,19.0,9.0,0.0,33.0,154.0,197.0,7.0,28.142857142857142,7.675324675324675,22.0,0.0
193,Virat Kohli,62.0,1949.0,77.0,31.43548387096774,1543.0,126.31237848347374,2.0,15.0,174.0,6.981900452488688,47.0,35.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,Vishnu Vinod,3.0,37.0,30.0,12.333333333333334,31.0,119.35483870967742,0.0,0.0,2.0,7.75,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,Vyshak Vijay Kumar,7.0,13.0,,1.8571428571428572,9.0,144.44444444444443,0.0,0.0,0.0,9.0,1.0,1.0,0.0,7.0,144.0,253.0,9.0,28.11111111111111,10.541666666666666,16.0,0.0
196,Wanindu Hasaranga,26.0,72.0,18.0,2.769230769230769,73.0,98.63013698630137,0.0,0.0,7.0,9.125,1.0,3.0,0.0,26.0,552.0,748.0,35.0,21.37142857142857,8.130434782608695,15.771428571428572,1.0
197,Washington Sundar,37.0,303.0,40.0,8.18918918918919,271.0,111.80811808118081,0.0,0.0,27.0,8.46875,5.0,5.0,0.0,37.0,670.0,801.0,20.0,40.05,7.173134328358208,33.5,0.0
198,Wriddhiman Saha,42.0,1052.0,87.0,25.047619047619047,854.0,123.18501170960188,0.0,7.0,122.0,5.809523809523809,25.0,30.0,7.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,Yash Dayal,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No Boundary,0.0,2.0,0.0,16.0,318.0,512.0,15.0,34.13333333333333,9.660377358490566,21.2,0.0
200,Yash Dhull,4.0,16.0,13.0,4.0,23.0,69.56521739130434,0.0,0.0,1.0,23.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,Yash Thakur,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Boundary,0.0,1.0,0.0,10.0,209.0,332.0,13.0,25.53846153846154,9.531100478468899,16.076923076923077,0.0
202,Yashasvi Jaiswal,38.0,1196.0,124.0,31.473684210526315,800.0,149.5,1.0,8.0,147.0,4.081632653061225,49.0,14.0,0.0,38.0,1.0,6.0,0.0,inf,36.0,inf,0.0
203,Yudhvir Singh,3.0,1.0,1.0,0.3333333333333333,2.0,50.0,0.0,0.0,0.0,No Boundary,0.0,0.0,0.0,3.0,48.0,70.0,3.0,23.333333333333332,8.75,16.0,0.0
204,Yuzvendra Chahal,62.0,16.0,5.0,0.25806451612903225,38.0,42.10526315789473,0.0,0.0,0.0,No Boundary,0.0,6.0,0.0,62.0,1404.0,1763.0,88.0,20.03409090909091,7.534188034188034,15.954545454545455,1.0
